Bölüm,KaynakURL,Tarih Tarih,Anket şirketi Anket şirketi,Örneklem Örneklem,CHP Unnamed: 3_level_1,AKP Unnamed: 4_level_1,İYİ Unnamed: 5_level_1,DEM Unnamed: 6_level_1,MHP Unnamed: 7_level_1,Diğerleri Diğerleri,Kararsız Kararsız,Fark Fark,İYİ Unnamed: 4_level_1,AKP Unnamed: 5_level_1,ZP Unnamed: 7_level_1,YRP Unnamed: 8_level_1,MHP Unnamed: 3_level_1,CHP Unnamed: 5_level_1,AKP Unnamed: 3_level_1,CHP Unnamed: 4_level_1,TİP Unnamed: 5_level_1,İYİ Unnamed: 6_level_1,DP Unnamed: 7_level_1,DEM Unnamed: 5_level_1,DEM Unnamed: 7_level_1,ZP Unnamed: 9_level_1,SP Unnamed: 4_level_1,ZP Unnamed: 6_level_1,YRP Unnamed: 5_level_1,BBP Unnamed: 6_level_1,DSP Unnamed: 4_level_1,TKP Unnamed: 6_level_1,TİP Unnamed: 7_level_1,SOL Unnamed: 8_level_1,BBP Unnamed: 4_level_1,DP Unnamed: 5_level_1,DEM Unnamed: 8_level_1,CHP Unnamed: 6_level_1,BBP Unnamed: 5_level_1,SP Unnamed: 5_level_1,TİP Unnamed: 4_level_1,DSP Unnamed: 6_level_1,YRP Unnamed: 4_level_1,MHP Unnamed: 5_level_1,MHP Unnamed: 4_level_1,YRP Unnamed: 7_level_1,ZP Unnamed: 8_level_1,HDP Unnamed: 8_level_1,HDP Unnamed: 3_level_1,İYİ Unnamed: 7_level_1,Bağ. Unnamed: 9_level_1,DEVA Unnamed: 7_level_1,YRP Unnamed: 6_level_1,İYİ Unnamed: 3_level_1,SP Unnamed: 7_level_1,GP Unnamed: 6_level_1,MHP Unnamed: 6_level_1,Unnamed: 10_level_0 Unnamed: 10_level_1,Unnamed: 11_level_0 Unnamed: 11_level_1,Unnamed: 12_level_0 Unnamed: 12_level_1,Unnamed: 13_level_0 Unnamed: 13_level_1,Unnamed: 14_level_0 Unnamed: 14_level_1,Unnamed: 9_level_0 Unnamed: 9_level_1,HÜDA Unnamed: 6_level_1,CHP Unnamed: 7_level_1,İYİ Unnamed: 8_level_1,HÜDA Unnamed: 9_level_1,İYİP Unnamed: 5_level_1,İYİP Unnamed: 4_level_1,MHP Unnamed: 8_level_1,Bağ. Unnamed: 7_level_1,DP Unnamed: 4_level_1,TİP Unnamed: 8_level_1,Fark Unnamed: 10_level_1,Bağ. Unnamed: 5_level_1,MP Unnamed: 8_level_1,ZP Unnamed: 5_level_1,İYİ Unnamed: 9_level_1,YRP Unnamed: 9_level_1,Bağ. Unnamed: 3_level_1
Şanlıurfa,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,848.816,,,,—,,19,—,255,,,,,,,618,,,,,,,,363,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,—,—,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,29 Mart,BETİMAR,3.060,612.0,289,14,,,8,,323,,,24,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,27-29 Mart,Özdemir,2.500,586.0,339,—,,,43,,247,,,—,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,HBS,2.100,432.0,361,43,,,24,,71,,,27,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,26-27 Mart,TÜSİAR,2.462,451.0,372,41,,,42,,78,,,25,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,25-27 Mart,ORC,3.420,515.0,362,39,,,17,,153,,,2,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,20-26 Mart,ALF,3.850,554.0,351,31,,,64,,203,,,—,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,20-26 Mart,ASAL,2.500,544.0,338,32,,,22,,206,,,12,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,23-26 Mart,AREA,3.009,601.0,305,34,,,4,,296,,,14,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,15-26 Mart,ADA,1.500,565.0,334,23,,,23,,231,,,23,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,503.0,397,—,,,10,,106,,,—,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22-25 Mart,ADAMOR,2.593,551.0,327,37,,,11,,224,,,09,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,3.608,47.0,429,19,,,6,,41,,,2,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,20-25 Mart,SAROS,4.047,472.0,391,49,,,53,,81,,,—,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,17-19 Mart,KODAR,6.321,54.0,39,14,,,32,,15,,,—,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,10-15 Mart,AREA,4.405,591.0,303,42,,,4,,288,,,15,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21 Şub-3 Mar,MAK,4.300,44.0,38,3,,,30,,6,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Şubat,ALF,2.700,414.0,375,64,,,41,,39,,,21,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,7-14 Şubat,Özdemir,2.500,624.0,302,12,,,11,,322,,,14,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Şubat,HBS,2.180,403.0,352,61,,,3,,51,,,25,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,8-9 Şubat,AREA,1.546,54.0,401,17,,,7,,139,,,12,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,24-26 Ocak,ORC,3.800,437.0,409,52,,,32,,28,,,—,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22-23 Ocak,AREA,2.006,57.0,401,—,,,29,,169,,,—,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Ocak,HBS,2.100,368.0,343,61,,,51,,25,,,29,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,2024.0,2024,2024,,,2024,,2024,,,2024,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,14-18 Temmuz,ASAL,2.074,323.0,337,81,,,190,,14,,,22,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2023,2023,2023,2023.0,2023,2023,,,2023,,2023,,,2023,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,3.263.648,509.0,471,—,,,18,,38,,,—,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,25-26 Mart,ORC,1.05,,,,,,85,,24,312,,,,,216,336,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,,,,,2024,,2024,2024,,,,,2024,2024,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,31.654,,,,,,38,,4,479,,,,,—,483,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,SONAR,2.674,,,56,,,51,,26,,,2,,437.0,,,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,,2024,,,2024,,2024,,,2024,,2024.0,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,332.548,,,—,,,42,,18,,,—,,495.0,,,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Mart,HBS,2.5,,,,,,55,,57,54,,,,314.0,,,,,,,,,,,,,,,,,,,,,371,165,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,,,,,2024,,2024,2024,,,,2024.0,,,,,,,,,,,,,,,,,,,,,2024,2024,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,75.782,,,,,,42,,151,39,,,,541.0,,,,,,,,,,,,,,,,,,,,,—,27,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,25-26 Mart,ORC,850.0,,,,,,71,,94,,,,,,,—,202,,218,,,,,,,,,,,,,,,,,,,,,,312,,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,,,,,2024,,2024,,,,,,,2024,2024,,2024,,,,,,,,,,,,,,,,,,,,,,2024,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,9.486,,,,,,297,,297,,,,,,,605,308,,—,,,,,,,,,,,,,,,,,,,,,,—,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,14-18 Mart,SAROS,3.428,,,,,,24,,55,25,,38,,,,270,,,,,,,,,,325,,,,,,,,,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,,,,,2024,,2024,2024,,2024,,,,2024,,,,,,,,,,2024,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,522.213,,,,,,56,,328,308,,—,,,,636,,,,,,,,,,—,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,25-26 Mart,ORC,1.45,,,,,,73,,33,258,,,,,,291,,,,,,,,,,204,,,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,,,,,2024,,2024,2024,,,,,,2024,,,,,,,,,,2024,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankara,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,288.268,,,,,,63,,415,261,,,,,,676,,,,,,,,,,—,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Çankırı,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-24 Mart,ORC,1.2,,331,,,,25,—,202,,,,,533.0,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,
Çankırı,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,23-25 Şubat,ALF,1.15,,338,,,,11,65,126,,,,,464.0,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,
Çankırı,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,2024,,,,2024,2024,2024,,,,,2024.0,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,2024.0,,,,,,,,,,,,
Çankırı,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,41.849,,382,,,,17,—,87,,,,,469.0,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,
Eskişehir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,28 Mart,BETİMAR,4.080,473.0,381,43,,,64,—,92,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eskişehir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,25-26 Mart,ORC,1.710,436.0,389,89,,,51,—,47,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eskişehir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,431.0,405,—,,,164,—,26,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eskişehir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,2.686,429.0,401,78,,,63,—,28,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eskişehir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.500,419.0,443,54,,,42,—,24,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eskişehir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,10-14 Mart,ASAL,1.640,425.0,406,59,,,62,—,19,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eskişehir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,23 Şub-5 Mart,MAK,1.380,42.0,43,3,,,50,5,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eskişehir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,11-12 Ocak,Ank-ar,2.674,368.0,393,169,,,42,—,25,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eskişehir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,2024.0,2024,2024,,,2024,2024,2024,,,,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eskişehir,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,546.269,523.0,451,—,,,26,—,72,,,,,,,,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kayseri,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,,,,,,218,—,30,,,,,,,541,,,,,,,,,,,,,,,,,,,241,,—,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,,
Kayseri,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,2.676,,,,,,87,—,356,,,,,,,507,,,,,,,,,,,,,,,,,,,151,,—,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,136,,,,,,,,,,,
Kayseri,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.500,,,,,,98,—,372,,,,,,,523,,,,,,,,,,,,,,,,,,,151,,—,,,,,,119,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,
Kayseri,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21 Şub-5 Mar,MAK,1.030,,,,,,55,5,44,,,,,,,60,,,,,,,,,,,,,,,,,,,16,,05,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,
Kayseri,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Şubat,ALF,2.000,,,,,,55,137,414,,,,,,,559,,,,,,,,,,,,,,,,,,,145,,—,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,
Kayseri,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,3-19 Şubat,Optimar,7.000,,,,,,66,—,41,,,,,,,546,,,,,,,,,,,,,,,,,,,136,,24,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,132,,,,,,,,,,,
Kayseri,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,,,,2024,2024,2024,,,,,,,2024,,,,,,,,,,,,,,,,,,,2024,,2024,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,,
Kayseri,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,789.750,,,,,,2,—,32,,,,,,,636,,,,,,,,,,,,,,,,,,,—,,28,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,316,,,,,,,,,,,
Kırıkkale,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,16-17 Mart,Bey Ajans,3.5,,,34,,,5,—,17,,,,,,,254,,,,,,,,,,,,,,,,,,,326,,,,,,,343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kırıkkale,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22-24 Şubat,ALF,1.503,,,84,,,37,101,61,,,,,,,318,,,,,,,,,,,,,,,,,,,257,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kırıkkale,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024.0,,,2024,,,2024,2024,2024,,,,,,,2024,,,,,,,,,,,,,,,,,,,2024,,,,,,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kırıkkale,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,31 Mart 2019,Yerel seçimler,108.449,,,317,,,28,—,103,,,,,,,42,,,,,,,,,,,,,,,,,,,—,,,,,,,235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,12-26 Mart,Avrasya,?,,,,,,31,—,356,—,,,,,,523,,,,,,—,,,,167,,,,,,,,,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21-25 Mart,Areda Survey,2.497,,,,,,98,—,511,84,,,,,,618,,,,,,28,,,,107,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,22-24 Mart,TÜSİAR,2.462,,,,,,103,—,264,24,,,,,,526,,,,,,—,,,,262,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,1-15 Mart,ADA,1.500,,,,,,124,—,355,37,,,,,,549,,,,,,—,,,,194,,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,21 Şub-5 Mar,MAK,1.630,,,,,,90,5,46,7,,,,,,57,,,,,,3,,,,9,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,—,,,,,,,,,,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2024,2024,2024,,,,,,2024,2024,2024,2024,,,,,,2024,,,,,,2024,,,,2024,,,,,,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,,,,,,,,,,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Ekim,TÜSİAR,7.119,,,,,,173,8,296,51,,,,,,413,,,,,,03,,,,117,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,Eylül,ASAL,1.246,,,,,,3,51,392,7,,,,,,505,,,,,,38,,,,45,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,
Konya,https://tr.wikipedia.org/wiki/2024_Türkiye_yerel_seçimleri_için_yapılan_anketler,2023,2023,2023,,,,,,2023,2023,2023,2023,,,,,,2023,,,,,,2023,,,,2023,,,,,,,,,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023,,,,,,,,,,
